Name;Station;Time(norwegian mean time);Air temperature;Precipitation (1 h)
Svalbard Lufthavn;SN99840;17.02.2024 17:00;-11.1;0
Svalbard Lufthavn;SN99840;17.02.2024 18:00;-11.1;0
Svalbard Lufthavn;SN99840;17.02.2024 19:00;-11.5;0
Svalbard Lufthavn;SN99840;17.02.2024 20:00;-12.6;0
Svalbard Lufthavn;SN99840;17.02.2024 21:00;-13.1;0
Svalbard Lufthavn;SN99840;17.02.2024 22:00;-13.4;0
Svalbard Lufthavn;SN99840;17.02.2024 23:00;-13.6;0
Svalbard Lufthavn;SN99840;18.02.2024 00:00;-14.1;0
Svalbard Lufthavn;SN99840;18.02.2024 01:00;-14.1;0
Svalbard Lufthavn;SN99840;18.02.2024 02:00;-14.1;0
Svalbard Lufthavn;SN99840;18.02.2024 03:00;-14;0
Svalbard Lufthavn;SN99840;18.02.2024 04:00;-14.1;0
Svalbard Lufthavn;SN99840;18.02.2024 05:00;-14.1;0
Svalbard Lufthavn;SN99840;18.02.2024 06:00;-14.3;0
Svalbard Lufthavn;SN99840;18.02.2024 07:00;-14.3;0
Svalbard Lufthavn;SN99840;18.02.2024 08:00;-14.3;0
Svalbard Lufthavn;SN99840;18.02.2024 09:00;-14.2;0
Svalbard Lufthavn;SN99840;18.02.2024 10:00;-13.2;0
Svalbard Lufthavn;SN99840;18.02.2024 11:00;-13.2;0
Svalbard Lufthavn;SN99840;18.02.2024 12:00;-12.7;0
Svalbard Lufthavn;SN99840;18.02.2024 13:00;-12.9;0
Svalbard Lufthavn;SN99840;18.02.2024 14:00;-13.2;0
Svalbard Lufthavn;SN99840;18.02.2024 15:00;-13.1;0
Svalbard Lufthavn;SN99840;18.02.2024 16:00;-13;0
Svalbard Lufthavn;SN99840;18.02.2024 17:00;-12.3;0
Svalbard Lufthavn;SN99840;18.02.2024 18:00;-11.7;0
Svalbard Lufthavn;SN99840;18.02.2024 19:00;-11.9;0
Svalbard Lufthavn;SN99840;18.02.2024 20:00;-11.9;0
Svalbard Lufthavn;SN99840;18.02.2024 21:00;-11.8;0
Svalbard Lufthavn;SN99840;18.02.2024 22:00;-11.9;0
Svalbard Lufthavn;SN99840;18.02.2024 23:00;-11.8;0
Svalbard Lufthavn;SN99840;19.02.2024 00:00;-12.3;0
Svalbard Lufthavn;SN99840;19.02.2024 01:00;-12.6;0
Svalbard Lufthavn;SN99840;19.02.2024 02:00;-12.6;0
Svalbard Lufthavn;SN99840;19.02.2024 03:00;-12.7;0
Svalbard Lufthavn;SN99840;19.02.2024 04:00;-12.7;0
Svalbard Lufthavn;SN99840;19.02.2024 05:00;-12.8;0
Svalbard Lufthavn;SN99840;19.02.2024 06:00;-13.6;0
Svalbard Lufthavn;SN99840;19.02.2024 07:00;-13.7;0
Svalbard Lufthavn;SN99840;19.02.2024 08:00;-13.7;0
Svalbard Lufthavn;SN99840;19.02.2024 09:00;-14.1;0
Svalbard Lufthavn;SN99840;19.02.2024 10:00;-13.5;0
Svalbard Lufthavn;SN99840;19.02.2024 11:00;-13.8;0
Svalbard Lufthavn;SN99840;19.02.2024 12:00;-14;0
Svalbard Lufthavn;SN99840;19.02.2024 13:00;-14.4;0
Svalbard Lufthavn;SN99840;19.02.2024 14:00;-14.6;0
Svalbard Lufthavn;SN99840;19.02.2024 15:00;-15.6;0
Svalbard Lufthavn;SN99840;19.02.2024 16:00;-14.8;0
Svalbard Lufthavn;SN99840;19.02.2024 17:00;-16.1;0
Svalbard Lufthavn;SN99840;19.02.2024 18:00;-15.1;0
Svalbard Lufthavn;SN99840;19.02.2024 19:00;-13.4;0
Svalbard Lufthavn;SN99840;19.02.2024 20:00;-15.5;0
Svalbard Lufthavn;SN99840;19.02.2024 21:00;-14.8;0
Svalbard Lufthavn;SN99840;19.02.2024 22:00;-13.7;0
Svalbard Lufthavn;SN99840;19.02.2024 23:00;-13.2;0
Svalbard Lufthavn;SN99840;20.02.2024 00:00;-13.8;0
Svalbard Lufthavn;SN99840;20.02.2024 01:00;-10.6;0
Svalbard Lufthavn;SN99840;20.02.2024 02:00;-10;0
Svalbard Lufthavn;SN99840;20.02.2024 03:00;-11.3;0
Svalbard Lufthavn;SN99840;20.02.2024 04:00;-11.5;0
Svalbard Lufthavn;SN99840;20.02.2024 05:00;-11.8;0
Svalbard Lufthavn;SN99840;20.02.2024 06:00;-13.7;0
Svalbard Lufthavn;SN99840;20.02.2024 07:00;-13.5;0
Svalbard Lufthavn;SN99840;20.02.2024 08:00;-16;0
Svalbard Lufthavn;SN99840;20.02.2024 09:00;-14.8;0
Svalbard Lufthavn;SN99840;20.02.2024 10:00;-15.7;0
Svalbard Lufthavn;SN99840;20.02.2024 11:00;-15.3;0
Svalbard Lufthavn;SN99840;20.02.2024 12:00;-15.6;0
Svalbard Lufthavn;SN99840;20.02.2024 13:00;-17.8;0
Svalbard Lufthavn;SN99840;20.02.2024 14:00;-18;0
Svalbard Lufthavn;SN99840;20.02.2024 15:00;-17.2;0
Svalbard Lufthavn;SN99840;20.02.2024 16:00;-16.4;0
Svalbard Lufthavn;SN99840;20.02.2024 17:00;-16.4;0
Svalbard Lufthavn;SN99840;20.02.2024 18:00;-13.7;0
Svalbard Lufthavn;SN99840;20.02.2024 19:00;-13.6;0
Svalbard Lufthavn;SN99840;20.02.2024 20:00;-13.7;0
Svalbard Lufthavn;SN99840;20.02.2024 21:00;-12.9;0
Svalbard Lufthavn;SN99840;20.02.2024 22:00;-12.8;0
Svalbard Lufthavn;SN99840;20.02.2024 23:00;-11.6;0
Svalbard Lufthavn;SN99840;21.02.2024 00:00;-11.2;0
Svalbard Lufthavn;SN99840;21.02.2024 01:00;-9.9;0
Svalbard Lufthavn;SN99840;21.02.2024 02:00;-9.9;0
Svalbard Lufthavn;SN99840;21.02.2024 03:00;-10.2;0
Svalbard Lufthavn;SN99840;21.02.2024 04:00;-10.7;0
Svalbard Lufthavn;SN99840;21.02.2024 05:00;-10.2;0
Svalbard Lufthavn;SN99840;21.02.2024 06:00;-9.9;0
Svalbard Lufthavn;SN99840;21.02.2024 07:00;-10.2;0
Svalbard Lufthavn;SN99840;21.02.2024 08:00;-10.5;0
Svalbard Lufthavn;SN99840;21.02.2024 09:00;-10.4;0
Svalbard Lufthavn;SN99840;21.02.2024 10:00;-10.2;0
Svalbard Lufthavn;SN99840;21.02.2024 11:00;-10.3;0
Svalbard Lufthavn;SN99840;21.02.2024 12:00;-10.4;0
Svalbard Lufthavn;SN99840;21.02.2024 13:00;-10.2;0
Svalbard Lufthavn;SN99840;21.02.2024 14:00;-10.3;0.1
Svalbard Lufthavn;SN99840;21.02.2024 15:00;-10.4;0.1
Svalbard Lufthavn;SN99840;21.02.2024 16:00;-10.4;0
Svalbard Lufthavn;SN99840;21.02.2024 17:00;-10.6;0.1
Svalbard Lufthavn;SN99840;21.02.2024 18:00;-10.3;0.2
Svalbard Lufthavn;SN99840;21.02.2024 19:00;-10.2;0.2
Svalbard Lufthavn;SN99840;21.02.2024 20:00;-10.1;0
Svalbard Lufthavn;SN99840;21.02.2024 21:00;-10.1;0
Svalbard Lufthavn;SN99840;21.02.2024 22:00;-9.9;0
Svalbard Lufthavn;SN99840;21.02.2024 23:00;-9.8;0.2
Svalbard Lufthavn;SN99840;22.02.2024 00:00;-10.1;0
Svalbard Lufthavn;SN99840;22.02.2024 01:00;-10.4;0
Svalbard Lufthavn;SN99840;22.02.2024 02:00;-11.5;0
Svalbard Lufthavn;SN99840;22.02.2024 03:00;-13.4;0
Svalbard Lufthavn;SN99840;22.02.2024 04:00;-12.2;0
Svalbard Lufthavn;SN99840;22.02.2024 05:00;-11.5;0
Svalbard Lufthavn;SN99840;22.02.2024 06:00;-11.3;0
Svalbard Lufthavn;SN99840;22.02.2024 07:00;-12.3;0
Svalbard Lufthavn;SN99840;22.02.2024 08:00;-12.6;0
Svalbard Lufthavn;SN99840;22.02.2024 09:00;-12.4;0
Svalbard Lufthavn;SN99840;22.02.2024 10:00;-12.4;0
Svalbard Lufthavn;SN99840;22.02.2024 11:00;-11.8;0
Svalbard Lufthavn;SN99840;22.02.2024 12:00;-11.7;0
Svalbard Lufthavn;SN99840;22.02.2024 13:00;-10.6;0
Svalbard Lufthavn;SN99840;22.02.2024 14:00;-11;0
Svalbard Lufthavn;SN99840;22.02.2024 15:00;-11.5;0
Svalbard Lufthavn;SN99840;22.02.2024 16:00;-11.4;0
Svalbard Lufthavn;SN99840;22.02.2024 17:00;-11.4;0
Svalbard Lufthavn;SN99840;22.02.2024 18:00;-9.8;0
Svalbard Lufthavn;SN99840;22.02.2024 19:00;-11.6;0
Svalbard Lufthavn;SN99840;22.02.2024 20:00;-10.8;0
Svalbard Lufthavn;SN99840;22.02.2024 21:00;-11.7;0
Svalbard Lufthavn;SN99840;22.02.2024 22:00;-11.8;0
Svalbard Lufthavn;SN99840;22.02.2024 23:00;-11.5;0
Svalbard Lufthavn;SN99840;23.02.2024 00:00;-10.3;0
Svalbard Lufthavn;SN99840;23.02.2024 01:00;-9.3;0
Svalbard Lufthavn;SN99840;23.02.2024 02:00;-7.9;0
Svalbard Lufthavn;SN99840;23.02.2024 03:00;-7.1;0
Svalbard Lufthavn;SN99840;23.02.2024 04:00;-6.6;0
Svalbard Lufthavn;SN99840;23.02.2024 05:00;-6.9;0
Svalbard Lufthavn;SN99840;23.02.2024 06:00;-5.1;0
Svalbard Lufthavn;SN99840;23.02.2024 07:00;-5.1;0
Svalbard Lufthavn;SN99840;23.02.2024 08:00;-4.8;0
Svalbard Lufthavn;SN99840;23.02.2024 09:00;-5;0
Svalbard Lufthavn;SN99840;23.02.2024 10:00;-5.1;0
Svalbard Lufthavn;SN99840;23.02.2024 11:00;-6.8;0
Svalbard Lufthavn;SN99840;23.02.2024 12:00;-5.4;0
Svalbard Lufthavn;SN99840;23.02.2024 13:00;-3.3;0
Svalbard Lufthavn;SN99840;23.02.2024 14:00;-3.3;0
Svalbard Lufthavn;SN99840;23.02.2024 15:00;-2.9;0
Svalbard Lufthavn;SN99840;23.02.2024 16:00;-3.6;0
Svalbard Lufthavn;SN99840;23.02.2024 17:00;-3.5;0
Svalbard Lufthavn;SN99840;23.02.2024 18:00;-3.6;0
Svalbard Lufthavn;SN99840;23.02.2024 19:00;-4.5;0
Svalbard Lufthavn;SN99840;23.02.2024 20:00;-3.2;0
Svalbard Lufthavn;SN99840;23.02.2024 21:00;-3.8;0
Svalbard Lufthavn;SN99840;23.02.2024 22:00;-2.6;0
Svalbard Lufthavn;SN99840;23.02.2024 23:00;-3;0
Svalbard Lufthavn;SN99840;24.02.2024 00:00;-4.2;0
Svalbard Lufthavn;SN99840;24.02.2024 01:00;-3.8;0
Svalbard Lufthavn;SN99840;24.02.2024 02:00;-4.1;0
Svalbard Lufthavn;SN99840;24.02.2024 03:00;-4.4;0
Svalbard Lufthavn;SN99840;24.02.2024 04:00;-4.5;0.1
Svalbard Lufthavn;SN99840;24.02.2024 05:00;-4.3;0.4
Svalbard Lufthavn;SN99840;24.02.2024 06:00;-4.3;0.2
Svalbard Lufthavn;SN99840;24.02.2024 07:00;-4.4;0.3
Svalbard Lufthavn;SN99840;24.02.2024 08:00;-4.4;0.1
Svalbard Lufthavn;SN99840;24.02.2024 09:00;-4.1;0.2
Svalbard Lufthavn;SN99840;24.02.2024 10:00;-4.4;0.1
Svalbard Lufthavn;SN99840;24.02.2024 11:00;-4.3;0.1
Svalbard Lufthavn;SN99840;24.02.2024 12:00;-4.4;0
Svalbard Lufthavn;SN99840;24.02.2024 13:00;-3.9;0.1
Svalbard Lufthavn;SN99840;24.02.2024 14:00;-3.9;0.1
Svalbard Lufthavn;SN99840;24.02.2024 15:00;-4.1;-
Svalbard Lufthavn;SN99840;24.02.2024 16:00;-4.7;0
Svalbard Lufthavn;SN99840;24.02.2024 17:00;-5.4;0
Svalbard Lufthavn;SN99840;24.02.2024 18:00;-5.6;0
Svalbard Lufthavn;SN99840;24.02.2024 19:00;-4.9;0
Svalbard Lufthavn;SN99840;24.02.2024 20:00;-5.5;0
Svalbard Lufthavn;SN99840;24.02.2024 21:00;-6;0
Svalbard Lufthavn;SN99840;24.02.2024 22:00;-5.7;0
Svalbard Lufthavn;SN99840;24.02.2024 23:00;-6.3;0
Svalbard Lufthavn;SN99840;25.02.2024 00:00;-6.2;0
Svalbard Lufthavn;SN99840;25.02.2024 01:00;-6.8;0
Svalbard Lufthavn;SN99840;25.02.2024 02:00;-8.2;0
Svalbard Lufthavn;SN99840;25.02.2024 03:00;-7.3;0
Svalbard Lufthavn;SN99840;25.02.2024 04:00;-8;0
Svalbard Lufthavn;SN99840;25.02.2024 05:00;-7.4;0
Svalbard Lufthavn;SN99840;25.02.2024 06:00;-8.8;0
Svalbard Lufthavn;SN99840;25.02.2024 07:00;-8.1;0
Svalbard Lufthavn;SN99840;25.02.2024 08:00;-7.6;0
Svalbard Lufthavn;SN99840;25.02.2024 09:00;-7.8;0
Svalbard Lufthavn;SN99840;25.02.2024 10:00;-8.9;0
Svalbard Lufthavn;SN99840;25.02.2024 11:00;-11.4;0
Svalbard Lufthavn;SN99840;25.02.2024 12:00;-12.3;0
Svalbard Lufthavn;SN99840;25.02.2024 13:00;-11.8;0
Svalbard Lufthavn;SN99840;25.02.2024 14:00;-12.2;0
Svalbard Lufthavn;SN99840;25.02.2024 15:00;-15.2;0
Svalbard Lufthavn;SN99840;25.02.2024 16:00;-16.8;0
Svalbard Lufthavn;SN99840;25.02.2024 17:00;-14.1;0
Svalbard Lufthavn;SN99840;25.02.2024 18:00;-16.3;0
Svalbard Lufthavn;SN99840;25.02.2024 19:00;-15.1;0
Svalbard Lufthavn;SN99840;25.02.2024 20:00;-15.4;0
Svalbard Lufthavn;SN99840;25.02.2024 21:00;-14.9;0
Svalbard Lufthavn;SN99840;25.02.2024 22:00;-16.3;0
Svalbard Lufthavn;SN99840;25.02.2024 23:00;-18.2;0
Svalbard Lufthavn;SN99840;26.02.2024 00:00;-17;0
Svalbard Lufthavn;SN99840;26.02.2024 01:00;-15.6;0
Svalbard Lufthavn;SN99840;26.02.2024 02:00;-15.8;0
Svalbard Lufthavn;SN99840;26.02.2024 03:00;-17.6;0
Svalbard Lufthavn;SN99840;26.02.2024 04:00;-16.5;0
Svalbard Lufthavn;SN99840;26.02.2024 05:00;-18;0
Svalbard Lufthavn;SN99840;26.02.2024 06:00;-16.3;0
Svalbard Lufthavn;SN99840;26.02.2024 07:00;-17.3;0
Svalbard Lufthavn;SN99840;26.02.2024 08:00;-15.1;0
Svalbard Lufthavn;SN99840;26.02.2024 09:00;-14;0
Svalbard Lufthavn;SN99840;26.02.2024 10:00;-12.9;0
Svalbard Lufthavn;SN99840;26.02.2024 11:00;-12.7;0
Svalbard Lufthavn;SN99840;26.02.2024 12:00;-12.7;0
Svalbard Lufthavn;SN99840;26.02.2024 13:00;-11.9;0
Svalbard Lufthavn;SN99840;26.02.2024 14:00;-12;0
Svalbard Lufthavn;SN99840;26.02.2024 15:00;-12.7;0
Svalbard Lufthavn;SN99840;26.02.2024 16:00;-13;0
Svalbard Lufthavn;SN99840;26.02.2024 17:00;-13.6;0
Svalbard Lufthavn;SN99840;26.02.2024 18:00;-13;0
Svalbard Lufthavn;SN99840;26.02.2024 19:00;-17;0
Svalbard Lufthavn;SN99840;26.02.2024 20:00;-19.6;0
Svalbard Lufthavn;SN99840;26.02.2024 21:00;-17.6;0
Svalbard Lufthavn;SN99840;26.02.2024 22:00;-17.5;0
Svalbard Lufthavn;SN99840;26.02.2024 23:00;-16.4;0
Svalbard Lufthavn;SN99840;27.02.2024 00:00;-13.6;0
Svalbard Lufthavn;SN99840;27.02.2024 01:00;-10.9;0
Svalbard Lufthavn;SN99840;27.02.2024 02:00;-10.7;0
Svalbard Lufthavn;SN99840;27.02.2024 03:00;-9.3;0
Svalbard Lufthavn;SN99840;27.02.2024 04:00;-9.1;0
Svalbard Lufthavn;SN99840;27.02.2024 05:00;-8.5;0
Svalbard Lufthavn;SN99840;27.02.2024 06:00;-9;0
Svalbard Lufthavn;SN99840;27.02.2024 07:00;-9.2;0
Svalbard Lufthavn;SN99840;27.02.2024 08:00;-8.7;0
Svalbard Lufthavn;SN99840;27.02.2024 09:00;-7.4;0
Svalbard Lufthavn;SN99840;27.02.2024 10:00;-5.1;0
Svalbard Lufthavn;SN99840;27.02.2024 11:00;-4.8;0
Svalbard Lufthavn;SN99840;27.02.2024 12:00;-5.2;0
Svalbard Lufthavn;SN99840;27.02.2024 13:00;-4.6;0
Svalbard Lufthavn;SN99840;27.02.2024 14:00;-4;0
Svalbard Lufthavn;SN99840;27.02.2024 15:00;-4;0
Svalbard Lufthavn;SN99840;27.02.2024 16:00;-4.2;0
Svalbard Lufthavn;SN99840;27.02.2024 17:00;-4;0
Svalbard Lufthavn;SN99840;27.02.2024 18:00;-3.7;0
Svalbard Lufthavn;SN99840;27.02.2024 19:00;-3.7;0
Svalbard Lufthavn;SN99840;27.02.2024 20:00;-3.1;0
Svalbard Lufthavn;SN99840;27.02.2024 21:00;-2.6;0
Svalbard Lufthavn;SN99840;27.02.2024 22:00;-2.2;0
Svalbard Lufthavn;SN99840;27.02.2024 23:00;-1.6;0
Svalbard Lufthavn;SN99840;28.02.2024 00:00;-1.3;0
Svalbard Lufthavn;SN99840;28.02.2024 01:00;-1.2;0
Svalbard Lufthavn;SN99840;28.02.2024 02:00;-1.2;0
Svalbard Lufthavn;SN99840;28.02.2024 03:00;-0.8;0
Svalbard Lufthavn;SN99840;28.02.2024 04:00;-1;0
Svalbard Lufthavn;SN99840;28.02.2024 05:00;-0.8;0
Svalbard Lufthavn;SN99840;28.02.2024 06:00;-0.8;0
Svalbard Lufthavn;SN99840;28.02.2024 07:00;0;0
Svalbard Lufthavn;SN99840;28.02.2024 08:00;0.2;0
Svalbard Lufthavn;SN99840;28.02.2024 09:00;0.2;0
Svalbard Lufthavn;SN99840;28.02.2024 10:00;0.4;0
Svalbard Lufthavn;SN99840;28.02.2024 11:00;0.8;0
Svalbard Lufthavn;SN99840;28.02.2024 12:00;0.9;0
Svalbard Lufthavn;SN99840;28.02.2024 13:00;1.7;0
Svalbard Lufthavn;SN99840;28.02.2024 14:00;1.8;0
Svalbard Lufthavn;SN99840;28.02.2024 15:00;1.6;0
Svalbard Lufthavn;SN99840;28.02.2024 16:00;1.8;0
Svalbard Lufthavn;SN99840;28.02.2024 17:00;1.9;0
Svalbard Lufthavn;SN99840;28.02.2024 18:00;2.4;0
Svalbard Lufthavn;SN99840;28.02.2024 19:00;2;0
Svalbard Lufthavn;SN99840;28.02.2024 20:00;3;0
Svalbard Lufthavn;SN99840;28.02.2024 21:00;2;0
Svalbard Lufthavn;SN99840;28.02.2024 22:00;2.2;0
Svalbard Lufthavn;SN99840;28.02.2024 23:00;2.6;0
Svalbard Lufthavn;SN99840;29.02.2024 00:00;2.4;0
Svalbard Lufthavn;SN99840;29.02.2024 01:00;2.8;0
Svalbard Lufthavn;SN99840;29.02.2024 02:00;2.7;0
Svalbard Lufthavn;SN99840;29.02.2024 03:00;3.1;0
Svalbard Lufthavn;SN99840;29.02.2024 04:00;2.5;0
Svalbard Lufthavn;SN99840;29.02.2024 05:00;1.9;0
Svalbard Lufthavn;SN99840;29.02.2024 06:00;2.3;0
Svalbard Lufthavn;SN99840;29.02.2024 07:00;-0.6;0
Svalbard Lufthavn;SN99840;29.02.2024 08:00;-1.4;0
Svalbard Lufthavn;SN99840;29.02.2024 09:00;-1.2;0
Svalbard Lufthavn;SN99840;29.02.2024 10:00;-1.3;0
Svalbard Lufthavn;SN99840;29.02.2024 11:00;-1.5;0
Svalbard Lufthavn;SN99840;29.02.2024 12:00;-2.1;0.3
Svalbard Lufthavn;SN99840;29.02.2024 13:00;-2.2;0.1
Svalbard Lufthavn;SN99840;29.02.2024 14:00;-2.7;0.3
Svalbard Lufthavn;SN99840;29.02.2024 15:00;-3.3;0
Svalbard Lufthavn;SN99840;29.02.2024 16:00;-3.7;0
Svalbard Lufthavn;SN99840;29.02.2024 17:00;-4.3;0
Svalbard Lufthavn;SN99840;29.02.2024 18:00;-4.1;0.1
Svalbard Lufthavn;SN99840;29.02.2024 19:00;-4.3;0.1
Svalbard Lufthavn;SN99840;29.02.2024 20:00;-4.2;0.1
Svalbard Lufthavn;SN99840;29.02.2024 21:00;-4;0
Svalbard Lufthavn;SN99840;29.02.2024 22:00;-4.4;0
Svalbard Lufthavn;SN99840;29.02.2024 23:00;-4.6;0
Svalbard Lufthavn;SN99840;01.03.2024 00:00;-4.9;0
Svalbard Lufthavn;SN99840;01.03.2024 01:00;-5.3;0
Svalbard Lufthavn;SN99840;01.03.2024 02:00;-5.5;0
Svalbard Lufthavn;SN99840;01.03.2024 03:00;-6.4;0
Svalbard Lufthavn;SN99840;01.03.2024 04:00;-6.3;0
Svalbard Lufthavn;SN99840;01.03.2024 05:00;-6.2;0
Svalbard Lufthavn;SN99840;01.03.2024 06:00;-6.1;0
Svalbard Lufthavn;SN99840;01.03.2024 07:00;-7.1;0
Svalbard Lufthavn;SN99840;01.03.2024 08:00;-7.7;0
Svalbard Lufthavn;SN99840;01.03.2024 09:00;-7.8;0
Svalbard Lufthavn;SN99840;01.03.2024 10:00;-6.1;0
Svalbard Lufthavn;SN99840;01.03.2024 11:00;-5.3;0
Svalbard Lufthavn;SN99840;01.03.2024 12:00;-3.1;0
Svalbard Lufthavn;SN99840;01.03.2024 13:00;-2.5;0
Svalbard Lufthavn;SN99840;01.03.2024 14:00;-2.3;0
Svalbard Lufthavn;SN99840;01.03.2024 15:00;-3.2;0
Svalbard Lufthavn;SN99840;01.03.2024 16:00;-4;0
Svalbard Lufthavn;SN99840;01.03.2024 17:00;-4.9;0
Svalbard Lufthavn;SN99840;01.03.2024 18:00;-5.1;0
Svalbard Lufthavn;SN99840;01.03.2024 19:00;-5.5;0
Svalbard Lufthavn;SN99840;01.03.2024 20:00;-6.3;0
Svalbard Lufthavn;SN99840;01.03.2024 21:00;-6.4;0
Svalbard Lufthavn;SN99840;01.03.2024 22:00;-6.7;0
Svalbard Lufthavn;SN99840;01.03.2024 23:00;-6.6;0
Svalbard Lufthavn;SN99840;02.03.2024 00:00;-6.9;0
Svalbard Lufthavn;SN99840;02.03.2024 01:00;-7.5;0
Svalbard Lufthavn;SN99840;02.03.2024 02:00;-8;0
Svalbard Lufthavn;SN99840;02.03.2024 03:00;-8.3;0
Svalbard Lufthavn;SN99840;02.03.2024 04:00;-8.2;0
Svalbard Lufthavn;SN99840;02.03.2024 05:00;-8.7;0
Svalbard Lufthavn;SN99840;02.03.2024 06:00;-8.8;0
Svalbard Lufthavn;SN99840;02.03.2024 07:00;-9;0
Svalbard Lufthavn;SN99840;02.03.2024 08:00;-9.5;0
Svalbard Lufthavn;SN99840;02.03.2024 09:00;-9.3;0
Svalbard Lufthavn;SN99840;02.03.2024 10:00;-8.7;0
Svalbard Lufthavn;SN99840;02.03.2024 11:00;-9;0
Svalbard Lufthavn;SN99840;02.03.2024 12:00;-9.6;0
Svalbard Lufthavn;SN99840;02.03.2024 13:00;-10.4;0
Svalbard Lufthavn;SN99840;02.03.2024 14:00;-11.1;0
Svalbard Lufthavn;SN99840;02.03.2024 15:00;-10.8;0
Svalbard Lufthavn;SN99840;02.03.2024 16:00;-10.1;0
Svalbard Lufthavn;SN99840;02.03.2024 17:00;-10;0
Svalbard Lufthavn;SN99840;02.03.2024 18:00;-9.7;0
Svalbard Lufthavn;SN99840;02.03.2024 19:00;-8.9;0
Svalbard Lufthavn;SN99840;02.03.2024 20:00;-8.8;0
Svalbard Lufthavn;SN99840;02.03.2024 21:00;-8.5;0
Svalbard Lufthavn;SN99840;02.03.2024 22:00;-8;0
Svalbard Lufthavn;SN99840;02.03.2024 23:00;-8.1;0
Svalbard Lufthavn;SN99840;03.03.2024 00:00;-7.8;0
Svalbard Lufthavn;SN99840;03.03.2024 01:00;-7.8;0
Svalbard Lufthavn;SN99840;03.03.2024 02:00;-7.7;0
Svalbard Lufthavn;SN99840;03.03.2024 03:00;-7.2;0
Svalbard Lufthavn;SN99840;03.03.2024 04:00;-7;0
Svalbard Lufthavn;SN99840;03.03.2024 05:00;-7.4;0
Svalbard Lufthavn;SN99840;03.03.2024 06:00;-6.3;0
Svalbard Lufthavn;SN99840;03.03.2024 07:00;-5.9;0
Svalbard Lufthavn;SN99840;03.03.2024 08:00;-3.9;0
Svalbard Lufthavn;SN99840;03.03.2024 09:00;-1.2;0
Svalbard Lufthavn;SN99840;03.03.2024 10:00;-0.3;0
Svalbard Lufthavn;SN99840;03.03.2024 11:00;-0.1;0
Svalbard Lufthavn;SN99840;03.03.2024 12:00;0;0
Svalbard Lufthavn;SN99840;03.03.2024 13:00;0.2;0
Svalbard Lufthavn;SN99840;03.03.2024 14:00;0.4;0
Svalbard Lufthavn;SN99840;03.03.2024 15:00;0.4;0
Svalbard Lufthavn;SN99840;03.03.2024 16:00;0.5;0
Svalbard Lufthavn;SN99840;03.03.2024 17:00;0.5;0
Svalbard Lufthavn;SN99840;03.03.2024 18:00;0.2;0.2
Svalbard Lufthavn;SN99840;03.03.2024 19:00;-0.1;0
Svalbard Lufthavn;SN99840;03.03.2024 20:00;0.1;0.1
Svalbard Lufthavn;SN99840;03.03.2024 21:00;-0.2;0
Svalbard Lufthavn;SN99840;03.03.2024 22:00;-0.1;0
Svalbard Lufthavn;SN99840;03.03.2024 23:00;-0.4;0
Svalbard Lufthavn;SN99840;04.03.2024 00:00;-0.4;0
Svalbard Lufthavn;SN99840;04.03.2024 01:00;-0.4;0
Svalbard Lufthavn;SN99840;04.03.2024 02:00;-0.1;0
Svalbard Lufthavn;SN99840;04.03.2024 03:00;-0.1;0
Svalbard Lufthavn;SN99840;04.03.2024 04:00;-0.1;0
Svalbard Lufthavn;SN99840;04.03.2024 05:00;-0.3;0
Svalbard Lufthavn;SN99840;04.03.2024 06:00;-0.4;0
Svalbard Lufthavn;SN99840;04.03.2024 07:00;-0.3;0
Svalbard Lufthavn;SN99840;04.03.2024 08:00;-0.4;0
Svalbard Lufthavn;SN99840;04.03.2024 09:00;-0.1;0
Svalbard Lufthavn;SN99840;04.03.2024 10:00;-0.3;0
Svalbard Lufthavn;SN99840;04.03.2024 11:00;-0.4;0
Svalbard Lufthavn;SN99840;04.03.2024 12:00;-0.1;0
Svalbard Lufthavn;SN99840;04.03.2024 13:00;-0.4;0
Svalbard Lufthavn;SN99840;04.03.2024 14:00;-0.3;0
Svalbard Lufthavn;SN99840;04.03.2024 15:00;-0.2;0
Svalbard Lufthavn;SN99840;04.03.2024 16:00;-0.3;0
Svalbard Lufthavn;SN99840;04.03.2024 17:00;-0.5;0
Svalbard Lufthavn;SN99840;04.03.2024 18:00;-0.6;0
Svalbard Lufthavn;SN99840;04.03.2024 19:00;-0.6;0
Svalbard Lufthavn;SN99840;04.03.2024 20:00;-0.8;0
Svalbard Lufthavn;SN99840;04.03.2024 21:00;-1;0
Svalbard Lufthavn;SN99840;04.03.2024 22:00;-1.5;0
Svalbard Lufthavn;SN99840;04.03.2024 23:00;-1.8;0
Svalbard Lufthavn;SN99840;05.03.2024 00:00;-2.6;0
Svalbard Lufthavn;SN99840;05.03.2024 01:00;-3.2;0
Svalbard Lufthavn;SN99840;05.03.2024 02:00;-3.8;0
Svalbard Lufthavn;SN99840;05.03.2024 03:00;-4.8;0
Svalbard Lufthavn;SN99840;05.03.2024 04:00;-6.4;0
Svalbard Lufthavn;SN99840;05.03.2024 05:00;-6;0
Svalbard Lufthavn;SN99840;05.03.2024 06:00;-6.3;0
Svalbard Lufthavn;SN99840;05.03.2024 07:00;-5.6;0
Svalbard Lufthavn;SN99840;05.03.2024 08:00;-5.2;0
